sp,gen,fam,Growth_Rings,Vessel_porosity,Vessel_arangement,Perforation_plates,Intervessel_pits_arregement,Mean_tangential_diameter_of_vessel_lumina,Septa_in_fibers,Fibre_wall_thickness,Parenchyma_Paratracheal,Type_of_parenchyma_banding,Ray_width,Rays_cellular_composition,TropicalHumid,TropicalDry,TropicalGrasslands,Mangrove,Biome,predicted_biome,bioma_final
Buchenavia kleinii,Buchenavia,COMBRETACEAE,1,2,3,0,2,1,1,0,1,4,0,2,0.911764706,0.0,0.014705882,0.073529412,TropicalHumid,TropicalHumid,Tropical humid forest
Buchenavia oxycarpa,Buchenavia,COMBRETACEAE,1,2,3,0,2,1,1,1,1,4,0,2,0.881118881,0.083916084,0.027972028,0.0,TropicalHumid,TropicalHumid,Tropical humid forest
Buchenavia tetraphylla,Buchenavia,COMBRETACEAE,1,2,3,0,2,2,1,1,1,4,0,2,0.501779359,0.096085409,0.085409253,0.049822064,TropicalHumid,TropicalHumid,Tropical dry forest
Buchenavia tomentosa,Buchenavia,COMBRETACEAE,1,2,3,0,2,1,1,2,1,0,1,0,0.28,0.077142857,0.588571429,0.0,TropicalGrasslands,TropicalHumid,
Bucquetia glutinosa,Bucquetia,MELASTOMATACEAE,0,2,3,0,2,1,1,1,1,5,1,5,0.641638225,0.0,0.081911263,0.0,TropicalHumid,TropicalHumid,Tropical montane
Buddleja americana,Buddleja,SCROPHULARIACEAE,1,2,0,0,2,1,1,1,1,5,1,3,0.604218362,0.096774194,0.017369727,0.004962779,TropicalHumid,TropicalHumid,
Buddleja thyrsoides,Buddleja,SCROPHULARIACEAE,1,2,3,0,2,0,1,1,1,5,1,3,0.388429752,0.0,0.388429752,0.0,TropicalHumid,,Tropical humid forest
Bunchosia argentea,Bunchosia,MALPIGHIACEAE,1,2,3,0,2,2,1,2,1,0,1,3,0.825806452,0.058064516,0.103225806,0.012903226,TropicalHumid,TropicalHumid,Tropical humid forest
Bunchosia nitida,Bunchosia,MALPIGHIACEAE,1,2,3,0,2,1,1,1,1,1,1,2,0.824884793,0.096774194,0.004608295,0.036866359,TropicalHumid,TropicalHumid,Tropical humid forest
Burdachia prismatocarpa,Burdachia,MALPIGHIACEAE,1,2,0,0,2,1,1,2,1,4,1,4,0.881818182,0.0,0.118181818,0.0,TropicalHumid,TropicalHumid,Tropical humid forest
Bursera copallifera,Bursera,BURSERACEAE,1,2,3,0,2,2,0,1,1,5,1,2,0.004081633,0.775510204,0.0,0.0,TropicalDry,TropicalHumid,Tropical dry forest
Bursera graveolens,Bursera,BURSERACEAE,1,2,3,0,2,2,0,1,1,5,2,2,0.211538462,0.512019231,0.012019231,0.024038462,TropicalDry,TropicalHumid,
Bursera morelensis,Bursera,BURSERACEAE,1,2,3,0,2,2,0,0,1,5,1,3,0.02559415,0.665447898,0.0,0.0,TropicalDry,TropicalHumid,Tropical dry forest
Bursera simaruba,Bursera,BURSERACEAE,1,2,3,0,2,2,0,0,1,5,2,2,0.535094963,0.280759703,0.0,0.069777044,TropicalHumid,TropicalHumid,Tropical dry forest
Buxus glomerata,Buxus,BUXACEAE,1,2,3,1,1,0,1,2,1,5,2,2,0.368421053,0.263157895,0.0,0.0,TropicalHumid,TropicalHumid,Tropical dry forest
Byrsonima aerugo,Byrsonima,MALPIGHIACEAE,1,2,3,0,2,2,1,1,1,5,1,4,0.9,0.0,0.075,0.025,TropicalHumid,TropicalHumid,Tropical humid forest
Byrsonima basiloba,Byrsonima,MALPIGHIACEAE,1,2,3,2,2,1,1,1,1,5,1,5,0.139240506,0.029535865,0.82278481,0.0,TropicalGrasslands,TropicalGrasslands,Tropical dry forest
Byrsonima coccolobifolia,Byrsonima,MALPIGHIACEAE,1,2,1,2,2,1,0,1,1,5,2,5,0.241563055,0.043516874,0.604795737,0.020426288,TropicalGrasslands,TropicalGrasslands,
Byrsonima crassifolia,Byrsonima,MALPIGHIACEAE,1,2,3,0,2,1,0,1,1,4,2,4,0.458379578,0.17563818,0.183962264,0.036071032,TropicalHumid,TropicalHumid,
Byrsonima densa,Byrsonima,MALPIGHIACEAE,1,2,3,0,2,2,0,1,1,5,2,2,0.956521739,0.0,0.0,0.043478261,TropicalHumid,TropicalHumid,Tropical humid forest
Byrsonima japurensis,Byrsonima,MALPIGHIACEAE,1,2,3,0,2,1,0,1,0,5,2,4,1.0,0.0,0.0,0.0,TropicalHumid,TropicalHumid,Tropical humid forest
Byrsonima obversa,Byrsonima,MALPIGHIACEAE,1,2,3,2,2,2,0,1,1,5,1,4,1.0,0.0,0.0,0.0,TropicalHumid,TropicalHumid,Tropical humid forest
Byrsonima verbascifolia,Byrsonima,MALPIGHIACEAE,0,2,1,0,2,1,0,1,1,5,2,5,0.216990788,0.009211873,0.628454452,0.01432958,TropicalGrasslands,TropicalGrasslands,
Cabralea canjerana,Cabralea,MELIACEAE,1,2,3,2,2,2,0,1,1,0,1,2,0.804379562,0.003649635,0.162773723,0.008759124,TropicalHumid,TropicalHumid,
Calatola costaricensis,Calatola,ICACINACEAE,1,2,3,1,2,1,1,1,1,1,2,5,0.961360124,0.01236476,0.001545595,0.0,TropicalHumid,TropicalHumid,Tropical humid forest
Calophyllum brasiliense,Calophyllum,CALOPHYLLACEAE,1,2,1,0,2,2,1,1,0,1,0,3,0.668938103,0.072685974,0.133446905,0.023282226,TropicalHumid,TropicalHumid,
Calycophyllum candidissimum,Calycophyllum,RUBIACEAE,1,2,3,0,2,1,0,1,1,5,2,4,0.317738791,0.493177388,0.031189084,0.015594542,TropicalHumid,,
Calycophyllum multiflorum,Calycophyllum,RUBIACEAE,1,2,1,0,2,0,0,2,0,5,1,3,0.137168142,0.150442478,0.579646018,0.0,TropicalGrasslands,TropicalGrasslands,Tropical dry forest
Calycophyllum spruceanum,Calycophyllum,RUBIACEAE,1,2,1,0,2,1,0,1,0,5,2,2,0.910638298,0.042553191,0.042553191,0.0,TropicalHumid,TropicalHumid,Tropical humid forest
Calyptranthes speciosa,Calyptranthes,MYRTACEAE,1,2,3,0,2,2,1,2,1,1,1,4,0.98,0.0,0.02,0.0,TropicalHumid,TropicalHumid,Tropical humid forest
Campnosperma panamense,Campnosperma,ANACARDIACEAE,1,2,3,0,2,1,0,1,0,5,1,4,1.0,0.0,0.0,0.0,TropicalHumid,TropicalHumid,Tropical humid forest
Campomanesia grandiflora,Campomanesia,MYRTACEAE,1,2,3,0,2,1,1,2,0,5,1,4,0.69047619,0.0,0.214285714,0.071428571,TropicalHumid,TropicalHumid,Tropical humid forest
Campomanesia pubescens,Campomanesia,MYRTACEAE,0,2,3,0,2,1,1,2,0,5,1,3,0.306057386,0.001062699,0.68544102,0.0,TropicalGrasslands,,
Canella winterana,Canella,CANELLACEAE,1,2,3,1,0,1,1,2,1,5,1,2,0.68,0.153333333,0.0,0.066666667,TropicalHumid,TropicalHumid,Tropical dry forest
Capparis flexuosa,Capparis,CAPPARACEAE,1,2,1,0,2,1,1,1,1,5,1,3,0.289719626,0.205607477,0.308411215,0.08411215,TropicalGrasslands,TropicalHumid,
Caraipa densifolia,Caraipa,CALOPHYLLACEAE,1,2,1,0,2,2,1,2,1,5,0,3,0.796529968,0.093059937,0.110410095,0.0,TropicalHumid,TropicalHumid,Tropical humid forest
Carapa guianensis,Carapa,MELIACEAE,1,2,3,0,2,2,0,1,1,4,2,2,0.882249561,0.014059754,0.054481547,0.033391916,TropicalHumid,TropicalHumid,Tropical humid forest
Carpotroche grandiflora,Carpotroche,ACHARIACEAE,1,2,3,0,2,0,0,1,0,5,2,1,0.948717949,0.0,0.051282051,0.0,TropicalHumid,TropicalHumid,Tropical humid forest
Carpotroche longifolia,Carpotroche,ACHARIACEAE,1,2,3,1,2,1,0,0,0,5,2,1,0.995024876,0.0,0.0,0.002487562,TropicalHumid,TropicalHumid,Tropical humid forest
Carpotroche platyptera,Carpotroche,ACHARIACEAE,1,2,3,1,1,0,0,1,0,5,2,4,0.956521739,0.0,0.0,0.015345269,TropicalHumid,TropicalHumid,Tropical humid forest
Caryocar glabrum,Caryocar,CARYOCARACEAE,0,2,3,1,2,3,0,2,0,5,1,4,0.987975952,0.0,0.008016032,0.002004008,TropicalHumid,TropicalHumid,Tropical humid forest
Caryocar nuciferum,Caryocar,CARYOCARACEAE,1,2,3,1,2,2,1,1,1,5,1,4,0.941176471,0.0,0.0,0.058823529,TropicalHumid,TropicalHumid,Tropical humid forest
Caryocar villosum,Caryocar,CARYOCARACEAE,1,2,3,0,2,3,1,2,1,5,1,4,0.975806452,0.0,0.016129032,0.008064516,TropicalHumid,TropicalHumid,Tropical humid forest
Casearia arborea,Casearia,SALICACEAE,1,2,3,0,2,1,1,1,0,5,2,4,0.788536019,0.046088304,0.084430674,0.01045701,TropicalHumid,TropicalHumid,
Casearia corymbosa,Casearia,SALICACEAE,0,2,3,0,2,1,0,1,0,5,1,5,0.38619403,0.432835821,0.013992537,0.016791045,TropicalHumid,,
Casearia javitensis,Casearia,SALICACEAE,1,2,3,0,2,1,1,2,0,5,2,4,0.805782061,0.060044477,0.043736101,0.012601927,TropicalHumid,TropicalHumid,
Casearia praecox,Casearia,SALICACEAE,1,2,3,0,2,0,0,2,0,5,1,4,0.126984127,0.650793651,0.023809524,0.0,TropicalDry,TropicalHumid,
Casearia sylvestris,Casearia,SALICACEAE,1,2,3,0,2,1,0,1,0,5,1,4,0.620489691,0.055895619,0.237757732,0.015302835,TropicalHumid,TropicalHumid,
Casimirella ampla,Casimirella,ICACINACEAE,1,2,3,0,2,3,1,1,1,1,3,5,0.869565217,0.043478261,0.086956522,0.0,TropicalHumid,TropicalHumid,Tropical humid forest
Cassipourea guianensis,Cassipourea,RHIZOPHORACEAE,1,2,3,2,1,1,1,2,1,5,2,4,0.906493506,0.020779221,0.012987013,0.028571429,TropicalHumid,TropicalHumid,Tropical humid forest
Castela galapageia,Castela,SIMAROUBACEAE,1,2,1,0,2,0,1,2,1,4,2,0,0.5,0.0,0.0,0.0,TropicalHumid,TropicalHumid,
Castilla elastica,Castilla,MORACEAE,1,2,3,0,2,2,0,0,1,4,2,3,0.72479564,0.138964578,0.04359673,0.008174387,TropicalHumid,TropicalHumid,Tropical humid forest
Castilla ulei,Castilla,MORACEAE,1,2,3,0,2,3,0,0,1,5,1,3,0.957446809,0.026595745,0.015957447,0.0,TropicalHumid,TropicalHumid,Tropical humid forest
Catalpa longissima,Catalpa,BIGNONIACEAE,1,2,3,0,2,2,0,1,1,5,1,2,0.2,0.4,0.0,0.0,TropicalDry,TropicalHumid,
Catalpa macrocarpa,Catalpa,BIGNONIACEAE,1,2,3,0,2,1,0,1,1,3,0,0,0.0,0.6,0.0,0.0,TropicalDry,TropicalHumid,Tropical dry forest
Cavendishia bracteata,Cavendishia,ERICACEAE,1,2,3,1,2,0,1,1,1,5,2,1,0.875,0.015789474,0.0,0.0,TropicalHumid,TropicalHumid,
Cecropia obtusifolia,Cecropia,URTICACEAE,1,2,3,0,2,3,1,0,1,5,2,2,0.739255014,0.071633238,0.071633238,0.015759312,TropicalHumid,TropicalHumid,Tropical humid forest
Cecropia peltata,Cecropia,URTICACEAE,1,2,3,0,2,2,1,0,0,5,1,4,0.870307167,0.078498294,0.003412969,0.013651877,TropicalHumid,TropicalHumid,
Cecropia sciadophylla,Cecropia,URTICACEAE,1,2,3,0,2,3,1,1,1,5,2,4,0.931372549,0.003921569,0.058823529,0.001960784,TropicalHumid,TropicalHumid,Tropical humid forest
Cedrela montana,Cedrela,MELIACEAE,0,2,3,0,2,2,1,1,1,4,2,3,0.722891566,0.012048193,0.228915663,0.0,TropicalHumid,TropicalHumid,Tropical montane
Cedrela salvadorensis,Cedrela,MELIACEAE,0,1,3,0,2,3,1,1,1,4,1,2,0.26519337,0.55801105,0.0,0.0,TropicalDry,TropicalDry,
Celtis iguanaea,Celtis,CANNABACEAE,0,2,3,0,2,2,1,1,1,4,2,3,0.467374214,0.224056604,0.15172956,0.011792453,TropicalHumid,TropicalHumid,
Celtis schippii,Celtis,CANNABACEAE,1,2,3,0,2,2,1,1,1,1,2,3,0.914285714,0.051428571,0.034285714,0.0,TropicalHumid,TropicalHumid,Tropical humid forest
Centronia neblinae,Centronia,MELASTOMATACEAE,1,2,3,0,1,2,1,1,1,1,0,1,0.8,0.0,0.2,0.0,TropicalHumid,TropicalHumid,Tropical humid forest
Ceratostema reginaldii,Ceratostema,ERICACEAE,1,2,3,1,2,0,1,2,0,5,2,5,0.80952381,0.0,0.0,0.0,TropicalHumid,TropicalHumid,Tropical montane
Cestrum macrophyllum,Cestrum,SOLANACEAE,0,2,3,0,2,1,1,1,1,5,1,5,0.9375,0.0625,0.0,0.0,TropicalHumid,TropicalHumid,Tropical humid forest
Chaetocarpus schomburgkianus,Chaetocarpus,PERACEAE,1,2,3,0,2,2,1,2,0,2,1,3,0.843575419,0.0,0.12849162,0.027932961,TropicalHumid,TropicalHumid,Tropical humid forest
Chaunochiton kappleri,Chaunochiton,OLACACEAE,1,2,1,0,2,2,1,2,0,1,2,3,0.901554404,0.020725389,0.077720207,0.0,TropicalHumid,TropicalHumid,Tropical humid forest
Cheiloclinium cognatum,Cheiloclinium,CELASTRACEAE,1,2,3,0,2,1,1,0,1,5,1,1,0.657375145,0.18931475,0.138211382,0.004065041,TropicalHumid,TropicalHumid,Tropical humid forest
Chimarrhis hookeri,Chimarrhis,RUBIACEAE,1,2,3,0,2,2,0,1,0,5,2,2,0.992957746,0.0,0.007042254,0.0,TropicalHumid,TropicalHumid,Tropical humid forest
Chimarrhis microcarpa,Chimarrhis,RUBIACEAE,1,2,3,0,2,2,0,1,1,5,2,3,0.764705882,0.019607843,0.215686275,0.0,TropicalHumid,TropicalHumid,Tropical humid forest
Chimarrhis turbinata,Chimarrhis,RUBIACEAE,1,2,1,0,2,2,0,2,1,5,2,4,1.0,0.0,0.0,0.0,TropicalHumid,TropicalHumid,Tropical humid forest
Chomelia paniculata,Chomelia,RUBIACEAE,1,2,3,0,2,1,1,2,1,5,1,4,0.6,0.246153846,0.123076923,0.0,TropicalHumid,TropicalHumid,
Chomelia venezuelensis,Chomelia,RUBIACEAE,1,2,3,0,2,1,1,1,0,5,1,1,0.333333333,0.416666667,0.0,0.0,TropicalHumid,,Tropical dry forest
Chromolucuma rubriflora,Chromolucuma,SAPOTACEAE,1,2,1,0,2,1,1,2,0,1,1,4,0.978723404,0.0,0.021276596,0.0,TropicalHumid,TropicalHumid,Tropical humid forest
Chrysobalanus icaco,Chrysobalanus,CHRYSOBALANACEAE,1,2,3,0,2,2,1,2,0,1,0,5,0.618081181,0.04797048,0.014760148,0.151291513,TropicalHumid,TropicalHumid,
Chrysochlamys colombiana,Chrysochlamys,CLUSIACEAE,1,2,3,0,0,1,1,1,0,5,1,1,1.0,0.0,0.0,0.0,TropicalHumid,TropicalHumid,Tropical montane
Chrysochlamys dependens,Chrysochlamys,CLUSIACEAE,1,2,3,0,0,1,1,1,0,5,1,1,0.967611336,0.0,0.032388664,0.0,TropicalHumid,TropicalHumid,Tropical humid forest
Chrysochlamys weberbaueri,Chrysochlamys,CLUSIACEAE,1,2,3,0,0,1,1,1,1,5,1,2,0.992481203,0.007518797,0.0,0.0,TropicalHumid,TropicalHumid,Tropical humid forest
Chrysophyllum argenteum,Chrysophyllum,SAPOTACEAE,1,2,3,0,2,1,1,2,0,1,0,3,0.868198307,0.039903265,0.049576784,0.014510278,TropicalHumid,TropicalHumid,Tropical humid forest
Chrysophyllum cainito,Chrysophyllum,SAPOTACEAE,1,2,1,0,2,1,1,2,0,1,1,4,0.910714286,0.053571429,0.0,0.0,TropicalHumid,TropicalHumid,Tropical humid forest
Chrysophyllum gonocarpum,Chrysophyllum,SAPOTACEAE,0,2,3,0,2,1,1,2,0,1,1,4,0.736895161,0.047379032,0.171370968,0.005040323,TropicalHumid,TropicalHumid,
Chrysophyllum oliviforme,Chrysophyllum,SAPOTACEAE,1,2,1,0,2,1,1,1,0,1,1,3,0.393442623,0.163934426,0.0,0.032786885,TropicalHumid,TropicalHumid,
Chrysophyllum pomiferum,Chrysophyllum,SAPOTACEAE,1,2,3,0,2,1,1,1,0,0,1,0,0.966887417,0.0,0.01986755,0.013245033,TropicalHumid,TropicalHumid,Tropical humid forest
Chrysophyllum prieurii,Chrysophyllum,SAPOTACEAE,1,2,1,0,2,1,1,2,0,1,1,4,0.982832618,0.008583691,0.0,0.008583691,TropicalHumid,TropicalHumid,Tropical humid forest
Chrysophyllum sanguinolentum,Chrysophyllum,SAPOTACEAE,1,2,1,0,2,2,1,2,0,1,0,4,0.979545455,0.002272727,0.018181818,0.0,TropicalHumid,TropicalHumid,Tropical humid forest
Cinchona calisaya,Cinchona,RUBIACEAE,1,2,1,0,2,2,1,2,0,1,2,2,0.928571429,0.061904762,0.004761905,0.0,TropicalHumid,TropicalHumid,
Cinchona pubescens,Cinchona,RUBIACEAE,1,2,3,0,2,0,1,2,0,5,2,4,0.814300961,0.007470651,0.164354322,0.0,TropicalHumid,TropicalHumid,
Cinnamodendron axillare,Cinnamodendron,CANELLACEAE,1,2,3,0,2,2,1,1,1,5,2,4,0.909090909,0.0,0.090909091,0.0,TropicalHumid,TropicalHumid,Tropical humid forest
Citharexylum spinosum,Citharexylum,VERBENACEAE,1,1,3,1,2,2,0,1,1,4,1,2,0.357142857,0.171428571,0.014285714,0.242857143,TropicalHumid,TropicalHumid,
Citronella silvatica,Citronella,CARDIOPTERIDACEAE,0,2,1,0,2,1,1,1,1,5,1,3,0.833333333,0.0,0.166666667,0.0,TropicalHumid,TropicalHumid,Tropical humid forest
Clavija lancifolia,Clavija,PRIMULACEAE,1,2,3,0,2,2,1,1,1,5,2,3,0.876404494,0.02247191,0.073033708,0.016853933,TropicalHumid,TropicalHumid,Tropical humid forest
Clavija umbrosa,Clavija,PRIMULACEAE,1,2,3,0,2,0,0,2,1,5,2,5,1.0,0.0,0.0,0.0,TropicalHumid,TropicalHumid,Tropical humid forest
Clerodendrum molle,Clerodendrum,LAMIACEAE,1,2,3,0,2,0,0,1,1,5,3,2,0.4,0.6,0.0,0.0,TropicalDry,,Tropical dry forest
Clethra mexicana,Clethra,CLETHRACEAE,1,2,3,0,2,1,1,1,1,5,1,5,0.563400576,0.085014409,0.0,0.0,TropicalHumid,TropicalHumid,
Clethra ovalifolia,Clethra,CLETHRACEAE,1,2,3,1,1,1,1,1,0,5,2,4,0.857142857,0.007936508,0.007936508,0.0,TropicalHumid,TropicalHumid,Tropical montane
Clethra scabra,Clethra,CLETHRACEAE,0,2,3,2,1,0,1,1,1,5,2,3,0.803886926,0.032685512,0.109540636,0.010600707,TropicalHumid,TropicalHumid,
Clusia alata,Clusia,CLUSIACEAE,1,2,3,0,2,1,1,1,1,5,0,1,0.909090909,0.0,0.051136364,0.0,TropicalHumid,TropicalHumid,
Cnestidium guianense,Cnestidium,CONNARACEAE,1,2,3,0,0,1,1,1,1,5,1,4,1.0,0.0,0.0,0.0,TropicalHumid,TropicalHumid,Tropical humid forest
Coccoloba acuminata,Coccoloba,POLYGONACEAE,0,2,1,0,2,2,1,1,0,5,0,5,0.87195122,0.091463415,0.012195122,0.00304878,TropicalHumid,TropicalHumid,Tropical humid forest
Coccoloba barbadensis,Coccoloba,POLYGONACEAE,1,2,3,0,2,1,0,2,0,5,0,0,0.423556059,0.396375991,0.0,0.088335221,TropicalHumid,,
Coccoloba hondurensis,Coccoloba,POLYGONACEAE,0,2,1,0,2,1,0,1,1,5,0,2,0.794642857,0.089285714,0.0,0.044642857,TropicalHumid,TropicalHumid,Tropical humid forest
Coccoloba microstachya,Coccoloba,POLYGONACEAE,1,2,3,0,2,2,0,1,1,5,2,2,0.777777778,0.222222222,0.0,0.0,TropicalHumid,TropicalHumid,
Coccoloba pyrifolia,Coccoloba,POLYGONACEAE,0,2,3,0,2,1,0,1,1,5,0,0,1.0,0.0,0.0,0.0,TropicalHumid,TropicalHumid,Tropical humid forest
Coccoloba sintenisii,Coccoloba,POLYGONACEAE,1,2,3,0,2,1,0,1,0,5,0,5,0.5,0.5,0.0,0.0,TropicalHumid,,Tropical humid forest
Cochlospermum vitifolium,Cochlospermum,BIXACEAE,1,2,3,0,2,1,1,0,1,0,2,3,0.315947844,0.273821464,0.077231695,0.017051153,TropicalHumid,TropicalHumid,
Colignonia scandens,Colignonia,NYCTAGINACEAE,1,2,3,0,2,3,1,0,1,0,2,2,0.956521739,0.0,0.0,0.0,TropicalHumid,TropicalHumid,Tropical montane
Colubrina arborescens,Colubrina,RHAMNACEAE,1,2,3,0,2,1,1,1,1,5,1,3,0.501457726,0.282798834,0.0,0.093294461,TropicalHumid,TropicalHumid,Tropical dry forest
Colubrina elliptica,Colubrina,RHAMNACEAE,0,2,3,0,2,2,1,1,1,4,1,2,0.143884892,0.395683453,0.0,0.007194245,TropicalDry,TropicalHumid,Tropical dry forest
Colubrina glandulosa,Colubrina,RHAMNACEAE,0,2,1,0,2,1,1,2,1,4,1,4,0.75974026,0.051948052,0.155844156,0.006493506,TropicalHumid,TropicalHumid,
Combretum fruticosum,Combretum,COMBRETACEAE,1,2,3,1,2,1,1,1,0,5,0,1,0.524721879,0.271940667,0.092707046,0.012360939,TropicalHumid,TropicalHumid,
Combretum leprosum,Combretum,COMBRETACEAE,0,2,3,0,2,2,0,1,1,4,1,5,0.116525424,0.326271186,0.175847458,0.0,TropicalDry,TropicalHumid,Tropical dry forest
Combretum pyramidatum,Combretum,COMBRETACEAE,1,1,3,0,2,2,0,1,1,4,0,2,0.895833333,0.010416667,0.09375,0.0,TropicalHumid,TropicalHumid,Tropical humid forest
Comocladia dentata,Comocladia,ANACARDIACEAE,0,2,3,0,2,2,1,1,1,5,0,1,0.375,0.25,0.0,0.0,TropicalHumid,TropicalHumid,
Comocladia dodonaea,Comocladia,ANACARDIACEAE,0,2,3,0,2,1,1,1,1,5,1,2,0.375,0.125,0.0,0.125,TropicalHumid,TropicalHumid,Tropical humid forest
Comocladia glabra,Comocladia,ANACARDIACEAE,0,2,3,0,2,2,1,1,1,5,1,2,1.0,0.0,0.0,0.0,TropicalHumid,TropicalHumid,Tropical humid forest
Comocladia pinnatifolia,Comocladia,ANACARDIACEAE,1,2,3,0,2,1,1,1,1,5,1,5,0.777777778,0.222222222,0.0,0.0,TropicalHumid,TropicalHumid,Tropical humid forest
Compsoneura sprucei,Compsoneura,MYRISTICACEAE,1,2,3,0,2,2,1,2,1,4,1,3,0.967213115,0.00273224,0.008196721,0.013661202,TropicalHumid,TropicalHumid,Tropical humid forest
Conceveiba martiana,Conceveiba,EUPHORBIACEAE,1,2,3,0,2,2,1,0,0,1,0,4,1.0,0.0,0.0,0.0,TropicalHumid,TropicalHumid,Tropical humid forest
Conceveiba prealta,Conceveiba,EUPHORBIACEAE,1,2,3,1,2,2,1,1,0,1,0,5,1.0,0.0,0.0,0.0,TropicalHumid,TropicalHumid,Tropical humid forest
Connarus patrisii,Connarus,CONNARACEAE,0,1,1,0,2,1,1,1,1,4,2,2,1.0,0.0,0.0,0.0,TropicalHumid,TropicalHumid,Tropical humid forest
Connarus suberosus,Connarus,CONNARACEAE,1,2,3,0,2,2,1,0,0,5,0,5,0.151315789,0.059210526,0.768421053,0.001315789,TropicalGrasslands,TropicalGrasslands,Tropical dry forest
Conocarpus erectus,Conocarpus,COMBRETACEAE,0,2,3,0,2,1,1,1,1,5,1,4,0.233866193,0.231497928,0.003552398,0.348134991,Mangrove,TropicalHumid,Mangrove
Conostegia rufescens,Conostegia,MELASTOMATACEAE,1,2,3,0,2,1,1,1,1,1,0,5,1.0,0.0,0.0,0.0,TropicalHumid,TropicalHumid,Tropical humid forest
Cordia alliodora,Cordia,BORAGINACEAE,1,2,3,0,2,2,1,2,1,4,1,3,0.522893165,0.324485733,0.059721301,0.00597213,TropicalHumid,,
Cordia bicolor,Cordia,BORAGINACEAE,1,2,0,0,2,1,1,2,1,4,2,2,0.836552749,0.060921248,0.08320951,0.001485884,TropicalHumid,TropicalHumid,Tropical humid forest
Cordia cicatricosa,Cordia,BORAGINACEAE,0,2,3,0,2,1,1,1,1,5,1,2,1.0,0.0,0.0,0.0,TropicalHumid,TropicalHumid,Tropical humid forest
Cordia collococca,Cordia,BORAGINACEAE,1,2,3,0,2,3,1,1,1,5,2,2,0.808988764,0.112359551,0.011235955,0.0,TropicalHumid,TropicalHumid,Tropical humid forest
Cordia dodecandra,Cordia,BORAGINACEAE,1,2,3,0,2,2,1,1,1,5,2,2,0.429508197,0.481967213,0.0,0.049180328,TropicalHumid,,Tropical dry forest
Cordia elaeagnoides,Cordia,BORAGINACEAE,1,2,3,0,2,1,1,1,1,5,2,3,0.013461538,0.934615385,0.0,0.009615385,TropicalDry,TropicalHumid,Tropical dry forest
Cordia gerascanthus,Cordia,BORAGINACEAE,0,1,0,0,2,3,1,2,1,4,2,2,0.163934426,0.672131148,0.0,0.016393443,TropicalDry,TropicalDry,Tropical dry forest
Cordia glabrata,Cordia,BORAGINACEAE,0,2,3,0,2,2,1,1,1,5,2,2,0.116216216,0.110810811,0.494594595,0.0,TropicalGrasslands,TropicalHumid,Tropical dry forest
Cordia goeldiana,Cordia,BORAGINACEAE,0,2,3,0,2,2,1,1,1,4,2,3,1.0,0.0,0.0,0.0,TropicalHumid,TropicalHumid,Tropical humid forest
Cordia lutea,Cordia,BORAGINACEAE,1,2,3,0,2,3,1,1,1,4,2,3,0.471590909,0.346590909,0.005681818,0.085227273,TropicalHumid,,Tropical dry forest
Cordia sebestena,Cordia,BORAGINACEAE,0,1,3,0,2,1,1,2,1,5,1,5,0.277945619,0.172205438,0.009063444,0.32326284,Mangrove,Mangrove,Tropical dry forest
Cordia sellowiana,Cordia,BORAGINACEAE,0,2,3,0,2,2,1,2,1,1,2,3,0.591355599,0.031434185,0.275049116,0.025540275,TropicalHumid,TropicalHumid,
Cordia sonorae,Cordia,BORAGINACEAE,0,1,3,0,2,1,1,1,1,5,2,5,0.0,0.828767123,0.0,0.0,TropicalDry,TropicalDry,Tropical dry forest
Cordia sulcata,Cordia,BORAGINACEAE,1,2,3,0,2,1,1,2,1,4,2,2,0.8,0.0,0.0,0.133333333,TropicalHumid,TropicalHumid,Tropical humid forest
Cordia toqueve,Cordia,BORAGINACEAE,1,2,3,0,2,1,1,1,1,0,2,3,0.725274725,0.005494505,0.054945055,0.043956044,TropicalHumid,TropicalHumid,
Cordiera concolor,Cordiera,RUBIACEAE,1,1,0,0,2,3,1,0,1,0,2,3,0.421383648,0.052830189,0.387421384,0.008805031,TropicalHumid,,
Cornus disciflora,Cornus,CORNACEAE,0,2,0,0,2,1,1,1,1,5,3,5,0.496825397,0.058730159,0.0,0.0,TropicalHumid,TropicalHumid,
Cornus peruviana,Cornus,CORNACEAE,1,2,3,1,1,1,1,1,1,5,2,4,0.878787879,0.012121212,0.006060606,0.0,TropicalHumid,TropicalHumid,
Corythophora alta,Corythophora,LECYTHIDACEAE,1,2,3,0,2,2,0,1,1,5,2,2,1.0,0.0,0.0,0.0,TropicalHumid,TropicalHumid,Tropical humid forest
Cosmibuena grandiflora,Cosmibuena,RUBIACEAE,1,2,3,0,2,2,1,1,0,1,1,2,0.851851852,0.02962963,0.1,0.011111111,TropicalHumid,TropicalHumid,Tropical humid forest
Couepia caryophylloides,Couepia,CHRYSOBALANACEAE,1,2,3,0,2,1,1,1,1,5,1,4,1.0,0.0,0.0,0.0,TropicalHumid,TropicalHumid,Tropical humid forest
Couma guianensis,Couma,APOCYNACEAE,1,2,3,0,2,3,1,2,0,2,0,5,1.0,0.0,0.0,0.0,TropicalHumid,TropicalHumid,Tropical humid forest
Couma macrocarpa,Couma,APOCYNACEAE,1,2,3,0,2,2,1,1,1,2,1,4,0.914209115,0.00536193,0.075067024,0.00536193,TropicalHumid,TropicalHumid,Tropical humid forest
